age,gender,marital_status,education,monthly_salary,employment_type,years_of_employment,company_type,house_type,monthly_rent,family_size,dependents,school_fees,college_fees,travel_expenses,groceries_utilities,other_monthly_expenses,existing_loans,current_emi_amount,credit_score,bank_balance,emergency_fund,emi_scenario,requested_amount,requested_tenure,emi_eligibility,max_monthly_emi
32.0,MALE,Married,Graduate,15000.0,Government,2.5,Startup,Own,0.0,5,4,0.0,0.0,2000.0,3400.0,900.0,No,0.0,595.0,8700.0,2100.0,Home Appliances EMI,292000.0,13,Not_Eligible,2784.0
48.0,Male,Single,Graduate,107400.0,Private,9.1,Mid-size,Family,0.0,3,2,2600.0,0.0,9500.0,25300.0,10100.0,Yes,31600.0,747.0,797200.0,289500.0,Education EMI,93000.0,13,Eligible,10895.5
38.0,Female,Married,High School,74100.0,Private,2.8,MNC,Rented,21300.0,2,1,0.0,8000.0,10300.0,13700.0,10600.0,No,0.0,760.0,452600.0,180500.0,Home Appliances EMI,239000.0,20,Not_Eligible,6732.0
38.0,Male,Married,High School,25900.0,Self-employed,0.5,Mid-size,Family,0.0,2,1,7800.0,0.0,1600.0,5600.0,3300.0,No,0.0,773.0,40700.0,18700.0,Personal Loan EMI,484000.0,58,Not_Eligible,3283.2
48.0,Male,Single,Graduate,39600.0,Private,15.2,MNC,Family,0.0,2,1,0.0,18700.0,4200.0,8700.0,6900.0,No,0.0,720.0,219200.0,113000.0,Vehicle EMI,1.385e+06,41,Not_Eligible,550.0
38.0,Male,Married,Post Graduate,44400.0,Private,5.0,Large Indian,Rented,9200.0,3,2,0.0,0.0,3300.0,10200.0,3700.0,Yes,10700.0,554.0,93000.0,44600.0,Vehicle EMI,1.368e+06,62,Not_Eligible,2044.0
48.0,Female,Married,Post Graduate,38700.0,Private,0.9,Large Indian,Family,0.0,5,4,0.0,0.0,4500.0,8100.0,3000.0,No,0.0,637.0,162300.0,57600.0,Education EMI,395000.0,23,Not_Eligible,7392.0
38.0,Male,Married,Post Graduate,67100.0,Private,0.5,Small,Family,0.0,3,2,5500.0,8300.0,5900.0,17100.0,11800.0,Yes,14900.0,784.0,84200.0,42900.0,E-commerce Shopping EMI,45000.0,4,Not_Eligible,967.68
32.0,Female,Married,Professional,137900.0,Private,3.9,MNC,Rented,35300.0,3,2,6700.0,0.0,11700.0,26300.0,20300.0,Yes,19700.0,636.0,1.0439e+06,610700.0,Home Appliances EMI,113000.0,17,Not_Eligible,5513.2
48.0,Male,Married,High School,21300.0,Private,1.0,Mid-size,Family,0.0,4,3,3600.0,0.0,1600.0,3500.0,1800.0,Yes,4600.0,735.0,152100.0,35000.0,Education EMI,60000.0,8,Not_Eligible,2387.0
48.0,Female,Married,Post Graduate,19500.0,Private,15.1,Mid-size,Own,0.0,2,1,7100.0,0.0,2300.0,4200.0,3000.0,Yes,2600.0,578.0,105400.0,39800.0,Education EMI,110000.0,18,Not_Eligible,500.0
48.0,Female,Married,Professional,177900.0,Private,8.0,Large Indian,Rented,58600.0,4,3,0.0,0.0,25100.0,42900.0,28200.0,Yes,30400.0,747.0,718500.0,251600.0,E-commerce Shopping EMI,100000.0,22,Not_Eligible,500.0
58.0,Male,Married,Graduate,52000.0,Private,5.8,Startup,Own,0.0,4,3,6800.0,24300.0,5100.0,10600.0,3600.0,Yes,5600.0,751.0,168400.0,72400.0,Education EMI,416000.0,20,Not_Eligible,500.0
38.0,Female,Married,Graduate,45000.0,Private,5.3,Large Indian,Own,0.0,4,3,11600.0,21800.0,3100.0,6900.0,6400.0,No,0.0,717.0,327100.0,96100.0,Vehicle EMI,117000.0,81,Not_Eligible,500.0
32.0,Female,Married,Graduate,398169.0,Government,5.9,MNC,Rented,8300.0,3,2,7300.0,0.0,1900.0,6500.0,5400.0,Yes,9200.0,850.0,77100.0,31100.0,E-commerce Shopping EMI,165000.0,23,Not_Eligible,500.0
38.0,Female,Married,Graduate,38300.0,Private,0.5,Mid-size,Rented,9600.0,5,4,0.0,0.0,4800.0,6000.0,2500.0,No,0.0,683.0,40300.0,9400.0,Vehicle EMI,419000.0,53,Not_Eligible,4928.0
32.0,Male,Single,Professional,62700.0,Private,2.9,Mid-size,Family,0.0,2,1,0.0,0.0,3600.0,15900.0,12400.0,Yes,13400.0,709.0,171300.0,101700.0,Vehicle EMI,730000.0,12,Not_Eligible,6090.0
38.0,Male,Married,Graduate,62401.0,Private,0.5,Startup,Rented,15100.0,4,3,0.0,0.0,6300.0,17300.0,6500.0,Yes,7100.0,775.0,431300.0,170600.0,Education EMI,202000.0,41,Not_Eligible,3511.2
38.0,Female,Married,Graduate,46900.0,Private,10.1,Large Indian,Rented,13900.0,4,3,8100.0,0.0,5800.0,11700.0,6700.0,No,0.0,644.0,74200.0,32500.0,Vehicle EMI,454000.0,78,Not_Eligible,500.0
38.0,Male,Married,Post Graduate,32900.0,Private,0.6,Mid-size,Own,0.0,3,2,0.0,0.0,2500.0,5100.0,6100.0,No,0.0,683.0,128800.0,40700.0,Personal Loan EMI,833000.0,33,Not_Eligible,7680.0
58.0,Male,Married,Professional,75700.0,Private,1.2,MNC,Family,0.0,2,1,0.0,0.0,8600.0,20600.0,15100.0,Yes,19100.0,698.0,126800.0,36300.0,Education EMI,324000.0,21,Not_Eligible,3444.0
38.0,Male,Married,High School,58200.0,Private,0.5,Mid-size,Rented,14100.0,2,1,13200.0,0.0,5600.0,9100.0,7700.0,Yes,14000.0,621.0,211000.0,111000.0,Education EMI,54000.0,11,Not_Eligible,500.0
38.0,Male,Married,High School,42100.0,Private,2.2,Mid-size,Rented,7000.0,5,4,3600.0,21000.0,5000.0,10900.0,3800.0,Yes,12200.0,684.0,106300.0,54100.0,Personal Loan EMI,422000.0,22,Not_Eligible,500.0
32.0,Male,Married,High School,31400.0,Private,5.6,Small,Rented,10200.0,3,2,8200.0,0.0,2200.0,9200.0,2500.0,No,0.0,628.0,173700.0,45700.0,Personal Loan EMI,945000.0,22,Not_Eligible,500.0
32.0,Female,Married,Graduate,36200.0,Private,5.3,Mid-size,Rented,10200.0,2,1,0.0,0.0,2600.0,7600.0,4600.0,No,0.0,786.0,49900.0,26900.0,Education EMI,60000.0,29,Eligible,5376.0
48.0,Female,Married,Professional,90400.0,Private,0.5,MNC,Rented,28500.0,3,2,0.0,0.0,10600.0,20200.0,17400.0,No,0.0,759.0,457700.0,152300.0,Education EMI,55000.0,41,Eligible,6576.0
32.0,Male,Married,Graduate,28200.0,Government,2.5,Large Indian,Family,0.0,3,2,0.0,23500.0,2100.0,6400.0,3000.0,No,0.0,632.0,178000.0,99000.0,Education EMI,487000.0,42,Not_Eligible,500.0
38.0,Male,Married,Graduate,48800.0,Private,7.8,Large Indian,Own,0.0,3,2,2100.0,0.0,3000.0,12200.0,4700.0,No,0.0,656.0,200600.0,61600.0,Vehicle EMI,1.064e+06,43,Not_Eligible,13400.0
32.0,F,Married,Post Graduate,55500.0,Private,4.4,Mid-size,Rented,12200.0,4,3,12600.0,0.0,3200.0,12700.0,4100.0,No,0.0,696.0,288300.0,70300.0,Vehicle EMI,263000.0,44,Not_Eligible,5350.0
27.0,Male,Single,Post Graduate,57200.0,Private,0.5,MNC,Own,0.0,1,0,0.0,0.0,4400.0,10100.0,4300.0,Yes,9700.0,667.0,110300.0,55700.0,Vehicle EMI,1.335e+06,33,Not_Eligible,6428.8
32.0,Male,Married,Professional,139900.0,Government,0.5,Startup,Family,0.0,2,1,12800.0,0.0,10600.0,30000.0,10300.0,No,0.0,747.0,112400.0,64300.0,E-commerce Shopping EMI,122000.0,22,Eligible,30480.0
58.0,Male,Married,Graduate,143500.0,Private,9.1,Small,Own,0.0,3,2,0.0,0.0,19300.0,30200.0,27700.0,No,0.0,829.0,1.1243e+06,512200.0,E-commerce Shopping EMI,199000.0,17,Eligible,43758.0
38.0,Male,Married,Graduate,57700.0,Private,1.7,Mid-size,Family,0.0,3,2,0.0,0.0,3600.0,9100.0,4500.0,No,0.0,800.0,233400.0,47100.0,Vehicle EMI,889000.0,52,High_Risk,24300.0
32.0,Male,Married,Graduate,18000.0,Private,4.0,Mid-size,Family,0.0,2,1,14100.0,12800.0,1600.0,5100.0,1500.0,No,0.0,742.0,50000.0,13900.0,Personal Loan EMI,70000.0,39,Not_Eligible,500.0
32.0,Female,Married,Graduate,46500.0,Private,2.7,Startup,Rented,10000.0,5,4,9500.0,0.0,5000.0,8600.0,5300.0,Yes,12800.0,595.0,49800.0,28800.0,Vehicle EMI,193000.0,49,Not_Eligible,500.0
38.0,Male,Married,Graduate,70300.0,Private,2.0,Startup,Family,0.0,2,1,9500.0,0.0,3800.0,17700.0,10900.0,No,0.0,600.0,474100.0,118200.0,E-commerce Shopping EMI,157000.0,5,Not_Eligible,12496.0
32.0,Male,Married,High School,16000.0,Private,3.1,Mid-size,Rented,5100.0,3,2,0.0,0.0,2100.0,4600.0,1000.0,No,0.0,601.0,125700.0,38600.0,Vehicle EMI,457000.0,25,Not_Eligible,1408.0
27.0,Male,Single,High School,62600.0,Self-employed,1.1,MNC,Rented,17600.0,2,1,3600.0,0.0,6200.0,15000.0,6000.0,No,0.0,611.0,101600.0,53600.0,Home Appliances EMI,147000.0,20,Not_Eligible,4089.6
38.0,Female,Married,High School,54000.0,Self-employed,4.6,Large Indian,Rented,14000.0,2,1,13600.0,13800.0,4200.0,13100.0,5100.0,No,0.0,618.0,41600.0,17300.0,Vehicle EMI,1.248e+06,37,Not_Eligible,500.0
38.0,Female,Married,Graduate,21300.0,Private,7.3,Large Indian,Family,0.0,4,3,5100.0,0.0,2200.0,5200.0,3900.0,Yes,6400.0,718.0,117300.0,68600.0,Education EMI,152000.0,18,Not_Eligible,500.0
38.0,Male,Married,Professional,108800.0,Self-employed,0.6,Mid-size,Rented,27700.0,3,2,12000.0,20600.0,5500.0,31500.0,10800.0,Yes,31900.0,673.0,85100.0,26000.0,Personal Loan EMI,109000.0,55,Not_Eligible,500.0
27.0,Female,Married,Graduate,29200.0,Government,0.5,Startup,Rented,5000.0,5,4,0.0,0.0,3000.0,8000.0,4500.0,No,0.0,693.0,109600.0,40900.0,Vehicle EMI,1.054e+06,58,Not_Eligible,4350.0
38.0,Male,Married,Graduate,89100.0,Private,4.3,Mid-size,Own,0.0,2,1,10700.0,12900.0,6300.0,24100.0,12000.0,Yes,17400.0,615.0,550600.0,302900.0,Home Appliances EMI,216000.0,14,Not_Eligible,1755.6
32.0,Female,Single,High School,80700.0,Self-employed,1.6,Startup,Rented,26000.0,2,1,0.0,0.0,7800.0,15000.0,5600.0,No,0.0,758.0,206700.0,104900.0,Home Appliances EMI,127000.0,15,Eligible,14202.0
32.0,Female,Married,Graduate,25600.0,Private,10.0,Startup,Rented,6700.0,3,2,4900.0,5200.0,3000.0,7200.0,4700.0,No,0.0,720.0,25400.0,13600.0,E-commerce Shopping EMI,96000.0,14,Not_Eligible,500.0
58.0,Female,Married,High School,83200.0,Private,36.0,Mid-size,Rented,25200.0,3,2,4600.0,0.0,8900.0,24400.0,7600.0,No,0.0,706.0,473200.0,109600.0,Vehicle EMI,996000.0,80,Not_Eligible,6250.0
32.0,Female,Married,Post Graduate,53900.0,Private,0.5,Mid-size,Rented,14900.0,3,2,0.0,23700.0,5300.0,11400.0,8600.0,Yes,8800.0,644.0,223500.0,101300.0,Personal Loan EMI,660000.0,45,Not_Eligible,500.0
38.0,Male,Married,Post Graduate,43800.0,Private,5.2,Large Indian,Own,0.0,5,4,8500.0,20600.0,2300.0,9400.0,2900.0,No,0.0,773.0,328400.0,159800.0,Home Appliances EMI,164000.0,29,Not_Eligible,500.0
38.0,Female,Married,Professional,27000.0,Private,1.7,Large Indian,Rented,5700.0,3,2,0.0,17300.0,1700.0,7400.0,5100.0,No,0.0,710.0,151400.0,74900.0,Home Appliances EMI,121000.0,35,Not_Eligible,500.0
38.0,Male,Married,Graduate,64300.0,Government,7.3,Large Indian,Rented,15800.0,4,3,8700.0,0.0,8100.0,17800.0,10200.0,No,0.0,770.0,408200.0,155200.0,E-commerce Shopping EMI,127000.0,8,Not_Eligible,2686.2
32.0,Male,Married,Graduate,104100.0,Private,0.6,Mid-size,Family,0.0,3,2,11700.0,6400.0,14600.0,25900.0,7200.0,No,0.0,751.0,113700.0,47600.0,Vehicle EMI,321000.0,41,Eligible,14707.2
58.0,Female,Married,Graduate,24600.0,Private,1.0,Startup,Own,0.0,3,2,6900.0,19000.0,1900.0,6100.0,4600.0,Yes,4700.0,673.0,159900.0,59400.0,Home Appliances EMI,213000.0,20,Not_Eligible,500.0
27.0,Male,Single,High School,36900.0,Self-employed,0.7,Startup,Rented,10100.0,2,1,3200.0,0.0,4100.0,9100.0,2600.0,Yes,7500.0,754.0,70700.0,38100.0,Home Appliances EMI,218000.0,20,Not_Eligible,500.0
48.0,Female,Married,Graduate,47600.0,Government,15.3,Large Indian,Own,0.0,2,1,2200.0,0.0,5600.0,11000.0,7900.0,No,0.0,734.0,259300.0,134400.0,E-commerce Shopping EMI,55000.0,11,Eligible,11495.0
32.0,Female,Married,Professional,126100.0,Government,0.5,MNC,Own,0.0,2,1,3700.0,0.0,10800.0,28100.0,12100.0,No,0.0,847.0,84000.0,21700.0,E-commerce Shopping EMI,35000.0,7,Eligible,34272.0
38.0,Female,Married,Professional,82400.0,Government,4.0,MNC,Rented,15300.0,3,2,3200.0,16200.0,9400.0,13100.0,14900.0,No,0.0,830.0,457100.0,241800.0,Personal Loan EMI,862000.0,39,Not_Eligible,6798.0
38.0,Male,Single,Graduate,50900.0,Private,3.0,Startup,Own,0.0,1,0,0.0,0.0,6000.0,9400.0,8000.0,No,0.0,734.0,118900.0,28900.0,Home Appliances EMI,288000.0,9,Not_Eligible,13750.0
48.0,Male,Married,Post Graduate,82500.0,Private,1.5,MNC,Own,0.0,3,2,0.0,0.0,5400.0,19500.0,5900.0,Yes,10500.0,644.0,228900.0,68800.0,E-commerce Shopping EMI,34000.0,22,Eligible,11536.0
38.0,Female,Married,High School,31400.0,Government,5.9,Large Indian,Own,,4,3,13300.0,0.0,4600.0,5200.0,4000.0,Yes,4300.0,729.0,42800.0,24200.0,Vehicle EMI,1.021e+06,17,Not_Eligible,500.0
27.0,Female,Single,Graduate,37900.0,Private,1.1,Mid-size,Rented,11800.0,3,2,9600.0,15000.0,5400.0,7600.0,2700.0,Yes,4500.0,606.0,182600.0,102500.0,Personal Loan EMI,677000.0,28,Not_Eligible,500.0
38.0,Male,Married,Professional,431883.0,Government,1.7,MNC,Family,16297.0,4,3,0.0,14100.0,6000.0,12400.0,4600.0,Yes,18000.0,765.0,189100.0,104300.0,E-commerce Shopping EMI,103000.0,3,Not_Eligible,4536.0
28.0,Male,Married,Graduate,17242.0,Private,2.3,Large Indian,Own,0.0,3,2,12700.0,0.0,1400.0,5000.0,3500.0,Yes,4200.0,711.0,107000.0,40600.0,E-commerce Shopping EMI,23000.0,5,Not_Eligible,500.0
32.0,Female,Single,Post Graduate,144000.0,Private,1.3,Large Indian,Family,0.0,3,2,4200.0,0.0,12000.0,23900.0,28600.0,Yes,42400.0,678.0,763400.0,292000.0,Education EMI,106000.0,6,Not_Eligible,11515.0
38.0,Male,Married,Graduate,41200.0,Private,1.5,MNC,Family,0.0,5,4,14000.0,0.0,3000.0,8800.0,5700.0,Yes,4100.0,635.0,271800.0,97400.0,Personal Loan EMI,852000.0,41,Not_Eligible,1724.8
32.0,Male,Single,Graduate,59400.0,Private,1.1,Mid-size,Rented,19000.0,1,0,0.0,0.0,6200.0,16400.0,8700.0,Yes,15300.0,675.0,185100.0,97900.0,E-commerce Shopping EMI,186000.0,5,Not_Eligible,500.0
48.0,Male,Single,Graduate,30500.0,Government,4.2,MNC,Rented,9200.0,2,1,0.0,0.0,3900.0,6500.0,1900.0,Yes,8500.0,633.0,200700.0,101900.0,Education EMI,483000.0,43,Not_Eligible,500.0
38.0,Male,Married,Post Graduate,40300.0,Private,0.5,MNC,Family,0.0,2,1,10800.0,0.0,3000.0,10500.0,8000.0,Yes,7100.0,664.0,84700.0,48300.0,E-commerce Shopping EMI,100000.0,8,Not_Eligible,500.0
32.0,Female,Married,Graduate,67000.0,Self-employed,0.5,Startup,Family,0.0,3,2,0.0,6500.0,6200.0,18000.0,8800.0,Yes,13400.0,593.0,505100.0,106000.0,Education EMI,255000.0,44,Not_Eligible,3908.52
58.0,Female,Married,Post Graduate,19500.0,Government,1.0,Large Indian,Rented,4100.0,4,3,0.0,13900.0,1100.0,5600.0,1300.0,No,0.0,733.0,64100.0,20000.0,Vehicle EMI,309000.0,82,Not_Eligible,500.0
38.0,Male,Married,Post Graduate,92000.0,Government,15.2,Mid-size,Rented,27300.0,2,1,0.0,0.0,11900.0,18400.0,11400.0,No,0.0,741.0,704000.0,211300.0,Vehicle EMI,150000.0,65,Eligible,13915.0
38.0,Male,Married,Graduate,20900.0,Self-employed,1.2,MNC,Own,0.0,3,2,2500.0,0.0,2700.0,4400.0,1200.0,No,0.0,727.0,47000.0,22000.0,Vehicle EMI,93000.0,45,Eligible,4545.0
48.0,Male,Married,Professional,136500.0,Private,13.6,Mid-size,Rented,35500.0,2,1,6900.0,0.0,17200.0,32800.0,10300.0,No,0.0,719.0,1.0141e+06,493400.0,Education EMI,84000.0,15,Eligible,18590.0
32.0,Male,Married,High School,64900.0,Private,10.0,Mid-size,Own,0.0,3,2,0.0,0.0,6200.0,15200.0,11700.0,Yes,14700.0,609.0,42600.0,8600.0,Personal Loan EMI,782000.0,34,Not_Eligible,3830.4
48.0,Female,Married,Graduate,93300.0,Private,4.1,Mid-size,Rented,25200.0,3,2,7400.0,0.0,11800.0,22600.0,13600.0,Yes,14300.0,664.0,650300.0,309900.0,Home Appliances EMI,141000.0,14,Not_Eligible,500.0
38.0,Male,Married,Graduate,22700.0,Government,1.4,Large Indian,Own,0.0,3,2,0.0,0.0,3200.0,6500.0,1900.0,Yes,3800.0,699.0,108800.0,47300.0,Education EMI,114000.0,20,Not_Eligible,2555.0
32.0,Male,Married,Graduate,69000.0,Private,0.5,Mid-size,Family,0.0,3,2,0.0,0.0,5700.0,14700.0,12400.0,Yes,19400.0,692.0,71100.0,32000.0,E-commerce Shopping EMI,21000.0,18,Eligible,3763.2
38.0,Male,Married,Graduate,74700.0,Private,7.3,Mid-size,Family,0.0,3,2,4400.0,0.0,10200.0,11500.0,13200.0,No,0.0,683.0,303400.0,160900.0,Home Appliances EMI,188000.0,29,Eligible,17700.0
38.0,Male,Married,Graduate,74200.0,Private,3.7,Large Indian,Rented,17800.0,2,1,8700.0,0.0,8400.0,17200.0,10900.0,No,0.0,723.0,244600.0,137700.0,E-commerce Shopping EMI,74000.0,3,Not_Eligible,5600.0
27.0,Male,Married,High School,81200.0,Government,0.9,Small,Own,0.0,3,2,0.0,0.0,7000.0,12300.0,15600.0,Yes,22800.0,717.0,240300.0,52000.0,Personal Loan EMI,669000.0,52,Not_Eligible,8225.0
38.0,Male,Married,Graduate,32100.0,Self-employed,2.3,Mid-size,Family,0.0,3,2,12700.0,0.0,4100.0,5000.0,2900.0,No,0.0,601.0,69200.0,26000.0,Education EMI,410000.0,31,Not_Eligible,2664.0
38.0,Male,Married,Graduate,30300.0,Private,1.0,Small,Family,0.0,2,1,0.0,0.0,3200.0,4700.0,5700.0,Yes,9000.0,657.0,42600.0,19300.0,Vehicle EMI,487000.0,65,Not_Eligible,2156.0
27.0,Female,Single,Graduate,72900.0,Private,2.9,Startup,Family,0.0,1,0,0.0,0.0,5700.0,20800.0,10600.0,No,0.0,697.0,85600.0,43300.0,Vehicle EMI,1.164e+06,55,Not_Eligible,14320.0
38.0,Male,Married,Graduate,44500.0,Government,5.2,Mid-size,Rented,10300.0,3,2,12600.0,13000.0,3600.0,9300.0,5200.0,Yes,7600.0,779.0,242300.0,88800.0,Home Appliances EMI,131000.0,13,Not_Eligible,500.0
32.0,Male,Married,Graduate,51600.0,Government,1.2,Startup,Rented,11200.0,3,2,10500.0,0.0,5000.0,13900.0,10200.0,No,0.0,722.0,344900.0,125900.0,Vehicle EMI,1.314e+06,44,Not_Eligible,500.0
38.0,Male,Married,Professional,5240.0,Private,16.0,Mid-size,Own,0.0,4,3,14300.0,0.0,7000.0,21100.0,10200.0,Yes,9400.0,728.0,261000.0,129000.0,Vehicle EMI,1.34e+06,69,Not_Eligible,5005.0
48.0,Male,Married,Graduate,32100.0,Private,4.3,Large Indian,Family,0.0,4,3,5000.0,0.0,2600.0,9500.0,6300.0,No,0.0,671.0,226600.0,125000.0,Education EMI,499000.0,30,Not_Eligible,4785.0
38.0,Male,Married,Post Graduate,59300.0,Government,3.5,MNC,Own,0.0,4,3,0.0,0.0,4100.0,10700.0,10400.0,Yes,11600.0,635.0,404200.0,184800.0,E-commerce Shopping EMI,69000.0,11,High_Risk,7623.0
32.0,Male,Married,Graduate,35400.0,Private,2.3,Startup,Rented,8400.0,4,3,0.0,7500.0,3200.0,7100.0,3800.0,Yes,5700.0,628.0,250700.0,99100.0,Vehicle EMI,1.108e+06,19,Not_Eligible,500.0
38.0,Male,Married,Graduate,56200.0,Private,8.2,Startup,Family,0.0,2,1,0.0,0.0,3900.0,13700.0,11000.0,Yes,14800.0,717.0,364700.0,81500.0,Home Appliances EMI,171000.0,20,Not_Eligible,4928.0
27.0,Male,Single,Graduate,47100.0,Government,3.7,Startup,Rented,7100.0,2,1,7400.0,0.0,6400.0,7800.0,4700.0,Yes,13700.0,739.0,28900.0,10900.0,Vehicle EMI,288000.0,74,Not_Eligible,500.0
27.0,Female,Married,Graduate,69700.0,Government,1.0,Mid-size,Rented,11200.0,2,1,5500.0,0.0,4900.0,16100.0,7600.0,No,0.0,705.0,252200.0,97000.0,Education EMI,249000.0,30,High_Risk,12200.0
38.0,Male,Married,High School,60300.0,Self-employed,3.1,Large Indian,Rented,14900.0,2,1,2700.0,0.0,8400.0,17700.0,5800.0,No,0.0,704.0,75100.0,16300.0,Personal Loan EMI,309000.0,56,Not_Eligible,3888.0
48.0,Male,Married,Graduate,37300.0,Self-employed,6.7,MNC,Own,0.0,4,3,0.0,0.0,2900.0,5700.0,4500.0,Yes,9400.0,694.0,115800.0,32600.0,E-commerce Shopping EMI,45000.0,24,Eligible,4662.0
38.0,Female,Married,Professional,59200.0,Private,6.1,MNC,Rented,18900.0,3,2,6100.0,0.0,4100.0,13200.0,4300.0,No,0.0,777.0,397800.0,147400.0,Home Appliances EMI,164000.0,22,Not_Eligible,8316.0
32.0,Male,Married,Professional,91600.0,Private,4.0,Mid-size,Rented,26800.0,4,3,0.0,0.0,11300.0,20400.0,13000.0,Yes,21000.0,757.0,346800.0,121000.0,Vehicle EMI,581000.0,79,Not_Eligible,500.0
48.0,Female,Married,Graduate,20000.0,Private,3.3,Mid-size,Rented,5400.0,4,3,0.0,11700.0,2100.0,3500.0,2800.0,No,0.0,740.0,24700.0,12100.0,E-commerce Shopping EMI,171000.0,8,Not_Eligible,500.0
38.0,Male,Married,Graduate,101400.0,Private,3.4,Small,Rented,16400.0,3,2,4700.0,17800.0,5900.0,20000.0,9500.0,Yes,12500.0,661.0,635600.0,144800.0,Home Appliances EMI,101000.0,31,Eligible,5621.0
32.0,Male,Married,High School,18300.0,Government,8.2,Startup,Rented,3700.0,4,3,0.0,19000.0,1600.0,3900.0,3000.0,No,0.0,777.0,146100.0,73900.0,Education EMI,245000.0,43,Not_Eligible,500.0
32.0,Male,Single,Professional,67900.0,Private,2.7,Large Indian,Own,0.0,1,0,0.0,0.0,4600.0,10400.0,6300.0,No,0.0,706.0,170600.0,84400.0,Home Appliances EMI,92000.0,8,Eligible,23300.0
27.0,Male,Married,Graduate,20500.0,Private,3.5,Mid-size,Rented,5500.0,2,1,9900.0,0.0,2600.0,3900.0,3900.0,No,0.0,659.0,96600.0,27600.0,E-commerce Shopping EMI,133000.0,8,Not_Eligible,500.0
38.0,Male,Married,Graduate,42000.0,Government,6.5,Large Indian,Own,0.0,5,4,3100.0,0.0,4700.0,11100.0,2800.0,No,0.0,748.0,146100.0,,E-commerce Shopping EMI,75000.0,16,Eligible,11165.0
48.0,Male,Married,Graduate,51100.0,Self-employed,5.9,Small,Family,0.0,2,1,0.0,0.0,7000.0,8000.0,7900.0,No,0.0,,188300.0,51100.0,Home Appliances EMI,66000.0,30,Eligible,12690.0
58.0,Male,Single,Graduate,61000.0,Private,0.5,Mid-size,Own,0.0,2,1,0.0,0.0,3500.0,15600.0,5600.0,Yes,14100.0,603.0,210100.0,105600.0,Personal Loan EMI,459000.0,37,Not_Eligible,4972.8
48.0,Male,Single,Post Graduate,70900.0,Private,7.5,Mid-size,Rented,19300.0,1,0,0.0,0.0,9900.0,16600.0,12200.0,No,0.0,697.0,129100.0,34900.0,E-commerce Shopping EMI,45000.0,24,Eligible,5160.0
38.0,MALE,Married,Post Graduate,140100.0,Private,1.6,Large Indian,Own,0.0,4,3,4700.0,0.0,12700.0,40500.0,23800.0,Yes,36600.0,653.0,557500.0,137300.0,Home Appliances EMI,165000.0,36,Eligible,7630.0
32.0,Male,Single,Graduate,54000.0,Private,0.5,MNC,Own,0.0,1,0,0.0,0.0,5500.0,15700.0,6500.0,Yes,12500.0,665.0,333900.0,163700.0,Home Appliances EMI,266000.0,23,Not_Eligible,4250.4
58.0,Female,Married,Post Graduate,52300.0,Government,17.8,MNC,Own,0.0,3,2,6800.0,21600.0,7400.0,13600.0,3700.0,Yes,7600.0,757.0,261800.0,152000.0,Personal Loan EMI,313000.0,56,Not_Eligible,500.0
48.0,Female,Married,Professional,22547.0,Government,1.4,Startup,Rented,4600.0,3,2,5200.0,0.0,2700.0,4700.0,3200.0,Yes,6400.0,727.0,81800.0,42600.0,Education EMI,294000.0,36,Not_Eligible,500.0
32.0,Male,Married,Graduate,67800.0,Private,5.2,Startup,Family,0.0,2,1,0.0,0.0,6800.0,11700.0,9900.0,Yes,11900.0,594.0,530000.0,115400.0,E-commerce Shopping EMI,39000.0,18,Eligible,8470.0
32.0,Male,Married,Graduate,41800.0,Private,1.9,Large Indian,Family,,4,3,0.0,0.0,5800.0,9700.0,2100.0,No,0.0,785.0,74400.0,30900.0,Personal Loan EMI,138000.0,22,Eligible,11616.0
58.0,Male,Married,Graduate,58600.0,Private,4.0,MNC,Family,0.0,3,2,10700.0,16700.0,6600.0,12400.0,6200.0,No,0.0,663.0,397100.0,122800.0,Education EMI,326000.0,36,Not_Eligible,3300.0
32.0,Female,Married,Professional,9244.0,Private,0.6,Mid-size,Rented,10500.0,3,2,0.0,0.0,2800.0,13500.0,7500.0,No,0.0,755.0,175000.0,72300.0,E-commerce Shopping EMI,71000.0,18,Eligible,8256.0
32.0,Male,Married,Post Graduate,67300.0,Private,1.6,MNC,Own,0.0,4,3,4400.0,0.0,10000.0,16300.0,7600.0,Yes,12200.0,689.0,484700.0,118800.0,Vehicle EMI,1.228e+06,49,Not_Eligible,6468.0
48.0,Male,Married,Graduate,35300.0,Private,5.1,MNC,Rented,6500.0,3,2,0.0,25000.0,3100.0,6700.0,6300.0,Yes,5800.0,735.0,278500.0,151900.0,Personal Loan EMI,994000.0,15,Not_Eligible,500.0
38.0,Male,Married,Post Graduate,118800.0,Private,2.4,Mid-size,Rented,28400.0,4,3,0.0,0.0,8800.0,27400.0,6100.0,No,0.0,703.0,199300.0,98200.0,Education EMI,190000.0,29,Eligible,19240.0
27.0,Female,Married,Professional,132300.0,Private,0.5,Startup,Family,0.0,3,2,12900.0,0.0,10400.0,30700.0,6800.0,No,0.0,702.0,780500.0,382900.0,Personal Loan EMI,624000.0,48,Eligible,28600.0
32.0,Male,Married,High School,376512.0,Private,1.6,MNC,Rented,4900.0,3,2,8800.0,15100.0,1600.0,4800.0,2000.0,No,0.0,770.0,121500.0,62100.0,Education EMI,100000.0,42,Not_Eligible,500.0
